8,11,49,40,33
49,40,42,43,36
31,49,25,48,4
49,37,4,32,12
49,44,48,3,14
49,24,19,25,4
5,30,49,25,28
17,49,21,16,19
49,4,24,33,36
24,49,14,45,42
48,49,29,44,13
1,14,48,19,49
45,28,49,2,47
2,0,28,49,45
49,29,19,23,22
44,30,49,33,32
49,5,16,1,31
41,49,48,5,36
3,24,33,49,37
40,29,49,33,32
28,23,44,49,35
49,24,41,18,6
10,25,2,19,49
18,7,37,24,49
11,6,18,31,49
39,24,49,48,5
49,7,37,46,5
49,48,20,16,34
30,25,49,47,17
30,2,36,49,1
41,12,25,30,49
35,49,28,6,39
30,49,6,32,7
35,41,49,44,20
40,21,49,46,14
19,5,49,10,22
27,49,39,37,15
35,3,49,38,16
27,30,14,49,39
49,2,11,16,0
49,18,22,11,9
24,4,29,33,49
49,30,11,16,1
8,33,46,26,49
44,49,18,16,46
31,49,39,5,21
49,38,39,42,47
47,49,46,43,37
45,31,19,44,49
30,24,5,49,3
49,37,11,31,18
34,12,14,49,40
38,14,4,49,43
23,19,49,26,2
32,26,49,12,15
32,39,49,24,5
16,45,34,31,49
42,22,49,9,41
14,48,40,49,11
26,49,39,42,48
0,49,38,21,31
4,49,24,45,36
42,39,1,45,49
49,39,9,37,44
22,9,43,49,37
49,19,42,34,3
44,49,24,36,16
21,36,37,16,49
44,24,29,49,41
49,8,34,30,21
28,48,49,46,43
41,49,1,23,34
49,43,35,3,47
41,48,49,24,42
5,1,49,31,26
16,36,27,45,49
24,16,49,29,41
17,7,19,5,49
41,19,12,49,47
49,23,22,36,6
49,13,18,7,17
30,34,23,49,19
35,4,42,49,26
7,17,29,49,30
24,12,18,5,49
48,49,34,47,14
6,4,20,49,40
27,35,49,16,3
17,8,46,49,26
49,16,31,1,0
27,3,49,39,43
35,0,28,49,13
47,4,22,42,49
37,6,49,16,11
34,49,37,35,16
49,24,38,48,16
31,27,49,25,4
4,49,40,33,38
49,6,46,43,39
30,28,49,9,27
29,49,24,16,28
36,3,26,29,49
49,45,3,43,47
49,2,32,25,23
21,49,33,14,35
8,49,40,4,28
27,31,42,14,49
16,20,23,36,49
9,49,29,28,46
2,22,3,49,43
25,49,45,36,24
33,0,30,13,49
49,16,47,14,3
49,28,22,19,21
12,49,8,35,27
33,16,24,49,27
26,6,43,49,36
26,49,34,35,15
14,13,29,49,15
38,32,12,49,31
44,24,48,49,8
2,3,28,30,49
49,31,33,20,32
49,7,37,24,33
33,3,22,47,49
7,45,49,24,9
41,20,9,32,49
8,49,35,38,45
2,49,35,46,20
8,0,4,1,49
43,37,1,49,27
1,40,20,49,26
3,42,11,1,49
8,29,24,49,10
37,40,43,29,49
28,22,5,49,35
18,30,49,36,16
49,9,28,11,22
26,49,35,43,37
22,20,30,49,8
49,3,37,35,42
49,45,37,4,1
6,23,47,49,40
42,33,45,31,49
31,49,47,17,0
48,49,33,14,11
49,0,42,23,11
39,20,13,49,1
43,7,49,19,4
10,39,49,24,45
27,49,39,28,11
19,31,37,49,28
49,9,37,29,34
49,29,10,16,22
21,8,40,49,30
41,40,49,5,35
6,49,25,37,19
14,37,49,17,36
41,19,49,45,39
44,25,49,1,41
25,12,34,49,37
24,28,49,33,37
27,49,7,15,42
42,49,27,6,37
41,38,12,49,32
15,29,28,49,27
45,5,16,1,49
28,19,31,49,29
31,30,35,49,29
47,37,10,49,43
1,24,26,49,13
22,19,8,12,49
10,49,16,30,12
4,45,46,49,35
47,5,49,31,6
49,45,2,27,14
3,46,49,11,22
49,42,25,47,40
49,31,9,44,25
6,32,33,49,3
8,9,13,49,26
9,31,41,15,49
49,35,43,40,41
6,29,8,22,49
24,17,49,29,0
15,49,32,31,19
18,8,46,49,25
45,17,1,14,49
25,49,43,18,33
45,49,37,10,16
20,40,11,9,49
49,4,24,32,33
26,34,7,49,36
43,16,20,30,49
49,23,40,44,45
44,40,6,49,39
49,6,8,14,44
10,46,49,42,16
21,49,48,39,23
4,32,28,31,49
