25,31,30,43,47
41,25,26,6,34
29,1,42,25,9
41,26,38,9,49
33,5,37,44,2
30,43,1,49,12
4,27,25,44,18
37,33,31,49,30
3,39,16,4,24
39,6,2,41,29
19,36,46,10,43
21,32,41,1,25
41,30,4,19,11
37,16,19,47,29
1,30,11,14,19
15,7,39,36,6
28,40,0,44,16
35,47,28,24,5
7,29,2,26,44
43,10,24,47,13
14,17,5,34,11
22,29,34,25,10
3,23,17,48,7
10,1,7,12,23
38,1,8,42,5
10,18,38,19,31
16,0,47,39,15
31,28,40,15,17
37,1,9,8,4
41,4,2,1,28
28,27,10,49,37
33,6,19,31,8
1,4,36,41,46
8,37,16,41,14
28,24,8,43,3
48,28,8,13,4
28,3,6,37,46
1,23,14,46,45
1,4,11,36,21
28,14,7,3,6
3,11,27,49,33
39,25,27,10,2
11,49,19,46,26
48,24,40,38,37
12,11,37,43,42
1,44,24,5,37
34,37,8,25,43
45,37,35,3,40
15,5,33,45,49
42,36,13,33,6
47,23,0,48,46
19,29,12,16,25
33,36,5,46,34
0,31,26,22,10
46,29,18,12,39
45,9,24,0,17
17,25,43,2,27
2,28,41,1,16
33,26,14,12,45
24,49,0,47,18
11,26,45,34,24
45,5,32,9,47
22,18,7,40,13
19,46,27,49,14
11,12,46,40,42
11,1,0,48,5
18,16,12,30,27
45,16,22,40,8
39,26,40,46,32
11,46,5,10,17
21,37,28,31,17
9,4,48,41,8
40,21,7,23,0
19,12,18,10,42
11,12,3,42,1
36,7,47,41,22
3,4,7,39,48
9,41,29,1,3
3,19,9,49,2
20,24,25,48,14
48,15,43,0,5
0,25,34,26,7
23,22,16,35,29
10,27,25,31,47
34,4,11,42,47
37,25,14,35,34
19,3,4,28,2
44,3,45,22,13
30,33,39,8,21
34,3,8,10,6
5,16,8,18,41
22,0,26,39,41
36,4,45,5,38
33,1,11,39,41
3,0,5,28,17
18,5,7,41,40
11,31,44,23,25
10,12,29,8,31
1,35,34,39,12
13,49,3,31,4
37,23,39,44,43
8,3,10,18,25
25,16,5,9,21
49,46,15,14,42
47,26,22,11,12
1,33,26,36,18
49,34,10,48,4
13,33,2,44,24
44,9,5,30,25
4,20,36,17,34
34,23,10,14,28
20,10,25,49,22
6,35,31,49,1
35,38,31,24,20
28,24,30,32,16
6,42,1,9,13
31,13,35,5,47
35,7,31,45,41
0,36,7,6,13
13,41,25,2,42
34,24,43,44,28
40,5,18,33,26
28,26,43,42,49
1,31,45,4,35
29,40,2,11,1
18,7,17,15,12
35,25,6,3,2
2,47,27,4,0
47,48,14,1,44
14,22,15,41,5
25,36,14,6,29
18,34,26,7,23
46,21,41,4,38
38,2,5,21,18
29,36,11,47,21
23,0,41,37,27
0,13,35,12,6
24,10,43,2,20
21,14,18,15,19
1,20,17,7,0
47,38,49,36,32
23,36,44,38,27
24,16,0,9,29
10,3,21,23,19
16,8,46,3,23
30,26,6,20,23
49,16,19,11,32
7,35,29,25,6
28,6,19,20,43
2,11,10,9,39
16,23,9,30,27
10,47,12,42,0
7,8,0,9,19
24,2,0,25,23
40,41,15,5,0
0,10,45,42,22
46,21,29,3,15
31,14,11,48,2
11,9,45,18,4
29,16,20,8,41
37,7,18,13,46
37,49,7,32,36
29,22,47,27,17
46,32,29,12,45
0,39,35,19,4
41,42,43,6,38
25,27,20,17,37
39,23,36,47,29
47,11,6,41,22
30,18,41,16,49
17,14,23,48,44
33,45,48,3,42
41,33,10,34,16
42,38,18,14,20
44,4,31,10,37
9,17,48,19,4
6,45,46,2,17
49,31,34,7,26
17,9,15,38,34
31,41,47,6,33
16,27,24,21,40
45,46,1,8,13
5,17,16,32,0
5,13,29,19,47
34,3,45,13,23
44,10,33,6,25
48,39,24,40,35
49,44,47,45,18
43,37,8,17,5
27,5,17,46,47
3,36,42,9,28
30,26,0,28,36
24,1,2,5,11
44,42,22,0,15
13,30,16,21,3
7,30,2,16,40
19,26,12,9,2
30,8,31,16,13
28,16,11,35,31
39,49,47,7,27
