31,4,28,19,29
26,43,39,15,5
37,7,40,30,20
36,5,35,16,7
48,3,25,24,21
45,11,29,33,15
16,8,44,12,18
15,4,47,36,37
35,3,47,39,44
42,8,38,17,9
44,36,47,18,35
23,11,30,29,24
29,46,41,25,44
21,35,42,32,5
25,32,46,34,36
1,26,31,19,10
43,11,35,19,14
48,2,44,21,29
31,11,32,24,9
20,24,40,25,4
24,0,46,28,12
11,5,30,17,7
45,37,47,35,40
21,11,41,3,16
17,29,40,9,6
26,19,21,17,2
21,7,46,18,47
40,21,34,10,5
28,40,31,19,43
28,14,24,17,7
13,16,42,0,32
19,33,38,48,5
49,12,43,36,26
23,34,42,0,37
25,17,33,6,2
39,5,24,1,33
39,13,30,0,1
30,41,46,15,22
15,16,20,10,4
5,6,47,35,23
18,10,48,25,43
24,7,25,18,2
25,6,45,21,5
8,13,37,22,32
40,0,26,10,7
24,30,39,20,49
35,27,26,18,2
46,1,24,30,27
41,15,40,1,5
22,44,43,17,11
32,1,26,16,14
2,25,36,7,43
22,3,31,39,14
3,19,44,20,12
48,26,43,37,34
37,29,45,18,36
39,12,32,2,13
28,2,34,9,45
45,28,44,23,19
42,7,40,12,11
29,6,24,1,0
37,40,42,15,11
1,9,15,18,4
23,2,46,1,19
38,24,48,29,14
47,8,39,0,31
45,28,38,15,6
15,20,47,44,30
17,7,20,25,26
29,36,44,3,30
6,16,28,1,12
46,2,7,1,8
2,0,26,3,46
6,11,15,16,37
1,41,30,33,6
40,32,42,30,7
17,4,22,10,16
47,38,40,36,2
49,28,38,17,14
6,9,31,7,35
21,19,39,0,30
25,43,45,48,42
43,27,38,16,8
22,14,32,10,37
9,3,49,15,6
5,22,37,45,36
26,36,37,43,45
19,10,46,2,14
14,7,34,20,16
26,19,31,35,36
37,24,32,0,8
39,21,46,1,22
35,13,47,1,10
9,1,37,42,10
37,2,39,0,18
42,38,48,22,47
23,5,43,41,47
5,7,23,0,21
22,37,40,18,9
10,5,14,7,34
49,19,34,5,4
5,24,27,20,34
8,9,25,30,6
27,28,32,9,31
20,43,40,3,29
27,24,48,39,19
26,4,45,9,37
40,14,48,30,13
40,6,48,29,8
2,3,43,24,8
15,29,27,43,41
47,9,49,22,31
10,49,34,3,47
4,25,47,7,44
41,12,43,14,2
33,20,34,1,12
11,28,30,16,29
44,8,34,0,29
23,24,45,33,46
31,26,36,7,12
6,2,11,1,14
7,17,23,13,37
1,47,40,38,7
17,42,32,7,27
24,16,43,22,28
40,21,47,18,17
40,29,42,20,11
25,17,33,42,15
24,44,34,42,46
36,27,43,14,30
7,2,22,0,5
39,42,47,37,34
16,7,43,3,11
45,39,49,16,4
0,14,46,40,6
1,32,28,34,41
23,18,42,34,43
2,23,11,7,16
0,46,10,15,13
21,11,40,9,8
16,12,26,1,4
13,15,27,44,20
32,44,47,40,15
12,17,44,25,41
46,30,37,21,10
27,11,33,19,34
47,8,49,11,2
19,24,36,35,16
1,42,18,44,7
22,16,39,34,29
9,47,43,1,49
3,6,15,18,41
46,36,30,37,6
16,37,43,33,17
36,35,46,31,20
38,47,48,40,39
20,23,34,16,33
11,7,46,13,23
27,32,45,14,18
42,10,43,22,39
45,19,47,40,15
40,28,46,0,23
5,33,48,14,10
12,8,32,38,23
47,2,42,19,45
13,33,36,10,47
15,6,46,3,2
16,33,37,22,38
39,35,44,8,17
26,13,48,23,43
22,10,32,26,9
27,7,17,0,19
37,2,38,20,8
20,40,47,23,22
47,37,35,33,4
8,45,41,30,29
20,14,48,29,13
42,8,47,18,45
19,32,28,13,31
36,13,43,18,27
23,26,47,39,28
29,0,39,27,22
25,12,40,17,31
30,29,34,33,23
6,10,22,16,15
43,9,19,5,25
32,14,40,34,17
0,44,27,43,10
12,28,25,20,18
39,21,31,14,2
12,11,38,41,16
8,2,46,10,15
46,30,29,26,25
6,1,37,45,39
2,23,17,6,13
1,0,33,45,12
30,15,48,25,37
40,1,34,25,21
0,9,41,17,42
17,1,22,41,20
